Identifier,StructureData,,,,,,,Polymer EntityData,
Entry ID,EM Resolution (Å),EM Diffraction Resolution (Å),Experimental Method,PDB ID,Refinement Resolution (Å),Data Collection Resolution,High Resolution Limit,Entity ID,
"1BAU",,,"SOLUTION NMR","1BAU",,,,"1"
"1BGZ",,,"SOLUTION NMR","1BGZ",,,,"1"
"1BIV",,,"SOLUTION NMR","1BIV",,,,"1"
,,,,,,,,"2"
"1BJ2",,,"SOLUTION NMR","1BJ2",,,,"1"
,,,,,,,,"2"
"1BMV",,,"X-RAY DIFFRACTION","1BMV","3",3,"3","1"
,,,,,,,,"2"
,,,,,,,,"3"
"1BN0",,,"SOLUTION NMR","1BN0",,,,"1"
"1BR3",,,"X-RAY DIFFRACTION","1BR3","3",3,"3","1"
,,,,,,,,"2"
"1BVJ",,,"SOLUTION NMR","1BVJ",,,,"1"
"1BYJ",,,"SOLUTION NMR","1BYJ",,,,"1"
"1BYX",,,"SOLUTION NMR","1BYX",,,,"1"
,,,,,,,,"2"
"1BZ2",,,"SOLUTION NMR","1BZ2",,,,"1"
"1BZ3",,,"SOLUTION NMR","1BZ3",,,,"1"
"1BZT",,,"SOLUTION NMR","1BZT",,,,"1"
"1BZU",,,"SOLUTION NMR","1BZU",,,,"1"
"1C04",,,"X-RAY DIFFRACTION","1C04","5",3.75,"5","1"
,,,,,,,,"2"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
"1C0A",,,"X-RAY DIFFRACTION","1C0A","2.4",2.4,"2.4","1"
,,,,,,,,"2"
"1C0O",,,"SOLUTION NMR","1C0O",,,,"1"
"1C2Q",,,"SOLUTION NMR","1C2Q",,,,"1"
,,,,,,,,"2"
"1C2W","7.5",,"ELECTRON MICROSCOPY","1C2W","7.5",,,"1"
"1C2X","7.5",,"ELECTRON MICROSCOPY","1C2X","7.5",,,"1"
"1C4L",,,"SOLUTION NMR","1C4L",,,,"1"
,,,,,,,,"2"
"1C9S",,,"X-RAY DIFFRACTION","1C9S","1.9",1.9,"1.9","1"
,,,,,,,,"2"
"1CGM",,,"FIBER DIFFRACTION","1CGM","3.4",3.4,"3.4","1"
,,,,,,,,"2"
"1CQ5",,,"SOLUTION NMR","1CQ5",,,,"1"
"1CQL",,,"SOLUTION NMR","1CQL",,,,"1"
"1CSL",,,"X-RAY DIFFRACTION","1CSL","1.6",1.6,"1.6","1"
,,,,,,,,"2"
"1CVJ",,,"X-RAY DIFFRACTION","1CVJ","2.6",2.6,"2.6","1"
,,,,,,,,"2"
"1CWP",,,"X-RAY DIFFRACTION","1CWP","3.2",3.19,"3.2","1"
,,,,,,,,"2"
,,,,,,,,"3"
"1CX5",,,"SOLUTION NMR","1CX5",,,,"1"
,,,,,,,,"2"
"1D0T",,,"SOLUTION NMR","1D0T",,,,"1"
"1D0U",,,"SOLUTION NMR","1D0U",,,,"1"
"1D4R",,,"X-RAY DIFFRACTION","1D4R","2",2,"2","1"
,,,,,,,,"2"
"1D6K",,,"SOLUTION NMR","1D6K",,,,"1"
,,,,,,,,"2"
"1DDL",,,"X-RAY DIFFRACTION","1DDL","2.7",2.7,"2.7","1"
,,,,,,,,"2"
,,,,,,,,"3"
"1DDY",,,"X-RAY DIFFRACTION","1DDY","3",3,"3","1"
"1DFU",,,"X-RAY DIFFRACTION","1DFU","1.8",1.8,"1.8","1"
,,,,,,,,"2"
,,,,,,,,"3"
"1DI2",,,"X-RAY DIFFRACTION","1DI2","1.9",1.89,"1.9","1"
,,,,,,,,"2"
"1DK1",,,"X-RAY DIFFRACTION","1DK1","2.8",2.8,"2.8","1"
,,,,,,,,"2"
"1DQF",,,"X-RAY DIFFRACTION","1DQF","2.2",2.2,"2.2","1"
,,,,,,,,"2"
"1DQH",,,"X-RAY DIFFRACTION","1DQH","1.7",1.7,"1.7","1"
,,,,,,,,"2"
"1DRR",,,"SOLUTION NMR","1DRR",,,,"1"
,,,,,,,,"2"
"1DRZ",,,"X-RAY DIFFRACTION","1DRZ","2.3",2.9,"2.3","1"
,,,,,,,,"2"
"1DUH",,,"X-RAY DIFFRACTION","1DUH","2.7",2.7,"2.7","1"
"1DUL",,,"X-RAY DIFFRACTION","1DUL","1.8",1.8,"1.8","1"
,,,,,,,,"2"
"1DUQ",,,"X-RAY DIFFRACTION","1DUQ","2.1",2.1,"2.1","1"
,,,,,,,,"2"
"1DV4",,,"X-RAY DIFFRACTION","1DV4","4.5",4.5,"4.5","1"
,,,,,,,,"2"
,,,,,,,,"3"
"1DZ5",,,"SOLUTION NMR","1DZ5",,,,"1"
,,,,,,,,"2"
"1E4P",,,"SOLUTION NMR","1E4P",,,,"1"
"1E7K",,,"X-RAY DIFFRACTION","1E7K","2.9",2.9,"2.9","1"
,,,,,,,,"2"
"1E8O",,,"X-RAY DIFFRACTION","1E8O","3.2",3.2,"3.2","1"
,,,,,,,,"2"
,,,,,,,,"3"
"1E8S",,,"X-RAY DIFFRACTION","1E8S","4",4,"4","1"
,,,,,,,,"2"
,,,,,,,,"3"
"1E95",,,"SOLUTION NMR","1E95",,,,"1"
"1EBQ",,,"SOLUTION NMR","1EBQ",,,,"1"
"1EBR",,,"SOLUTION NMR","1EBR",,,,"1"
"1EBS",,,"SOLUTION NMR","1EBS",,,,"1"
"1EC6",,,"X-RAY DIFFRACTION","1EC6","2.4",2.4,"2.4","1"
,,,,,,,,"2"
"1EFO",,,"X-RAY DIFFRACTION","1EFO","2.3",2.3,"2.3","1"
,,,,,,,,"2"
"1EFS",,,"SOLUTION NMR","1EFS",,,,"1"
,,,,,,,,"2"
"1EFW",,,"X-RAY DIFFRACTION","1EFW","3",3,"3","1"
,,,,,,,,"2"
"1EG0","11.5",,"ELECTRON MICROSCOPY","1EG0","11.5",,,"1"
,,,,,,,,"10"
,,,,,,,,"11"
,,,,,,,,"12"
,,,,,,,,"13"
,,,,,,,,"14"
,,,,,,,,"15"
,,,,,,,,"2"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"7"
,,,,,,,,"8"
,,,,,,,,"9"
"1EGK",,,"X-RAY DIFFRACTION","1EGK","3.1",3.1,"3.1","1"
,,,,,,,,"2"
"1EHT",,,"SOLUTION NMR","1EHT",,,,"1"
"1EHZ",,,"X-RAY DIFFRACTION","1EHZ","1.93",1.8,"1.93","1"
"1EI2",,,"SOLUTION NMR","1EI2",,,,"1"
"1EIY",,,"X-RAY DIFFRACTION","1EIY","3.3",3.3,"3.3","1"
,,,,,,,,"2"
,,,,,,,,"3"
"1EJZ",,,"SOLUTION NMR","1EJZ",,,,"1"
,,,,,,,,"2"
"1EKA",,,"SOLUTION NMR","1EKA",,,,"1"
"1EKD",,,"SOLUTION NMR","1EKD",,,,"1"
"1EKZ",,,"SOLUTION NMR","1EKZ",,,,"1"
,,,,,,,,"2"
"1ELH",,,"SOLUTION NMR","1ELH",,,,"1"
,,,,,,,,"2"
"1EMI",,,"X-RAY DIFFRACTION","1EMI","7.5",7.5,"7.5","1"
,,,,,,,,"2"
"1EQQ",,,"X-RAY DIFFRACTION","1EQQ","3.2",3.2,"3.2","1"
,,,,,,,,"2"
"1ESH",,,"SOLUTION NMR","1ESH",,,,"1"
"1ESY",,,"SOLUTION NMR","1ESY",,,,"1"
"1ET4",,,"X-RAY DIFFRACTION","1ET4","2.3",2.3,"2.3","1"
"1ETF",,,"SOLUTION NMR","1ETF",,,,"1"
,,,,,,,,"2"
"1ETG",,,"SOLUTION NMR","1ETG",,,,"1"
,,,,,,,,"2"
"1EUQ",,,"X-RAY DIFFRACTION","1EUQ","3.1",3.1,"3.1","1"
,,,,,,,,"2"
"1EUY",,,"X-RAY DIFFRACTION","1EUY","2.6",2.6,"2.6","1"
,,,,,,,,"2"
"1EVV",,,"X-RAY DIFFRACTION","1EVV","2",2,"2","1"
"1EXD",,,"X-RAY DIFFRACTION","1EXD","2.7",2.7,"2.7","1"
,,,,,,,,"2"
"1EXY",,,"SOLUTION NMR","1EXY",,,,"1"
,,,,,,,,"2"
"1F1T",,,"X-RAY DIFFRACTION","1F1T","2.8",2.8,"2.8","1"
"1F27",,,"X-RAY DIFFRACTION","1F27","1.3",1.3,"1.3","1"
,,,,,,,,"2"
"1F5G",,,"SOLUTION NMR","1F5G",,,,"1"
"1F5H",,,"SOLUTION NMR","1F5H",,,,"1"
"1F5U",,,"SOLUTION NMR","1F5U",,,,"1"
"1F6U",,,"SOLUTION NMR","1F6U",,,,"1"
,,,,,,,,"2"
"1F6X",,,"SOLUTION NMR","1F6X",,,,"1"
"1F6Z",,,"SOLUTION NMR","1F6Z",,,,"1"
"1F78",,,"SOLUTION NMR","1F78",,,,"1"
"1F79",,,"SOLUTION NMR","1F79",,,,"1"
"1F7F",,,"SOLUTION NMR","1F7F",,,,"1"
"1F7G",,,"SOLUTION NMR","1F7G",,,,"1"
"1F7H",,,"SOLUTION NMR","1F7H",,,,"1"
"1F7I",,,"SOLUTION NMR","1F7I",,,,"1"
"1F7U",,,"X-RAY DIFFRACTION","1F7U","2.2",2.2,"2.2","1"
,,,,,,,,"2"
"1F7V",,,"X-RAY DIFFRACTION","1F7V","2.9",2.9,"2.9","1"
,,,,,,,,"2"
"1F7Y",,,"X-RAY DIFFRACTION","1F7Y","2.8",2.8,"2.8","1"
,,,,,,,,"2"
"1F84",,,"SOLUTION NMR","1F84",,,,"1"
"1F85",,,"SOLUTION NMR","1F85",,,,"1"
"1F8V",,,"X-RAY DIFFRACTION","1F8V","3",3,"3","1"
,,,,,,,,"2"
,,,,,,,,"3"
"1F9L",,,"SOLUTION NMR","1F9L",,,,"1"
"1FCW","17",,"ELECTRON MICROSCOPY","1FCW","17",,,"1"
"1FEQ",,,"SOLUTION NMR","1FEQ",,,,"1"
"1FEU",,,"X-RAY DIFFRACTION","1FEU","2.3",2.3,"2.3","2"
,,,,,,,,"1"
,,,,,,,,"3"
"1FFK",,,"X-RAY DIFFRACTION","1FFK","2.4",2.4,"2.4","1"
,,,,,,,,"10"
,,,,,,,,"11"
,,,,,,,,"12"
,,,,,,,,"13"
,,,,,,,,"14"
,,,,,,,,"15"
,,,,,,,,"16"
,,,,,,,,"17"
,,,,,,,,"18"
,,,,,,,,"19"
,,,,,,,,"2"
,,,,,,,,"20"
,,,,,,,,"21"
,,,,,,,,"22"
,,,,,,,,"23"
,,,,,,,,"24"
,,,,,,,,"25"
,,,,,,,,"26"
,,,,,,,,"27"
,,,,,,,,"28"
,,,,,,,,"29"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"7"
,,,,,,,,"8"
,,,,,,,,"9"
"1FFY",,,"X-RAY DIFFRACTION","1FFY","2.2",2.2,"2.2","2"
,,,,,,,,"1"
"1FFZ",,,"X-RAY DIFFRACTION","1FFZ","3.2",3,"3.2","1"
,,,,,,,,"2"
"1FG0",,,"X-RAY DIFFRACTION","1FG0","3",2.8,"3","1"
,,,,,,,,"2"
"1FHK",,,"SOLUTION NMR","1FHK",,,,"1"
"1FIR",,,"X-RAY DIFFRACTION","1FIR","3.3",3.3,"3.3","1"
"1FIX",,,"X-RAY DIFFRACTION","1FIX","2.3",2.3,"2.3","1"
,,,,,,,,"2"
"1FJE",,,"SOLUTION NMR","1FJE",,,,"1"
,,,,,,,,"2"
"1FJG",,,"X-RAY DIFFRACTION","1FJG","3",3,"3","10"
,,,,,,,,"1"
,,,,,,,,"11"
,,,,,,,,"12"
,,,,,,,,"13"
,,,,,,,,"14"
,,,,,,,,"15"
,,,,,,,,"16"
,,,,,,,,"17"
,,,,,,,,"18"
,,,,,,,,"19"
,,,,,,,,"2"
,,,,,,,,"20"
,,,,,,,,"21"
,,,,,,,,"22"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"7"
,,,,,,,,"8"
,,,,,,,,"9"
"1FKA",,,"X-RAY DIFFRACTION","1FKA","3.3",3.3,"3.3","1"
,,,,,,,,"10"
,,,,,,,,"11"
,,,,,,,,"12"
,,,,,,,,"13"
,,,,,,,,"14"
,,,,,,,,"15"
,,,,,,,,"16"
,,,,,,,,"17"
,,,,,,,,"18"
,,,,,,,,"19"
,,,,,,,,"2"
,,,,,,,,"20"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"7"
,,,,,,,,"8"
,,,,,,,,"9"
"1FL8",,,"SOLUTION NMR","1FL8",,,,"1"
"1FMN",,,"SOLUTION NMR","1FMN",,,,"1"
"1FNX",,,"SOLUTION NMR","1FNX",,,,"1"
,,,,,,,,"2"
"1FOQ","20",,"ELECTRON MICROSCOPY","1FOQ","20",,,"1"
"1FQZ",,,"SOLUTION NMR","1FQZ",,,,"1"
"1FUF",,,"X-RAY DIFFRACTION","1FUF","1.7",1.7,"1.7","1"
"1FXL",,,"X-RAY DIFFRACTION","1FXL","1.8",1.8,"1.8","1"
,,,,,,,,"2"
"1FYO",,,"SOLUTION NMR","1FYO",,,,"1"
"1FYP",,,"SOLUTION NMR","1FYP",,,,"1"
"1G1X",,,"X-RAY DIFFRACTION","1G1X","2.6",2.6,"2.6","1"
,,,,,,,,"2"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
"1G2E",,,"X-RAY DIFFRACTION","1G2E","2.3",2.3,"2.3","1"
,,,,,,,,"2"
"1G2J",,,"X-RAY DIFFRACTION","1G2J","1.97",1.97,"1.97","1"
"1G3A",,,"SOLUTION NMR","1G3A",,,,"1"
"1G4Q",,,"X-RAY DIFFRACTION","1G4Q","1.15",1.1,"1.15","1"
,,,,,,,,"2"
"1G59",,,"X-RAY DIFFRACTION","1G59","2.4",2.4,"2.4","1"
,,,,,,,,"2"
"1G70",,,"SOLUTION NMR","1G70",,,,"1"
,,,,,,,,"2"
"1GAX",,,"X-RAY DIFFRACTION","1GAX","2.9",2.9,"2.9","1"
,,,,,,,,"2"
"1GID",,,"X-RAY DIFFRACTION","1GID","2.5",2.5,"2.5","1"
"1GRZ",,,"X-RAY DIFFRACTION","1GRZ","5",5,"5","1"
"1GSG",,,"X-RAY DIFFRACTION","1GSG","2.8",2.8,"2.8","1"
,,,,,,,,"2"
"1GTF",,,"X-RAY DIFFRACTION","1GTF","1.75",1.75,"1.75","1"
,,,,,,,,"2"
"1GTN",,,"X-RAY DIFFRACTION","1GTN","2.5",2.5,"2.5","1"
,,,,,,,,"2"
"1GTR",,,"X-RAY DIFFRACTION","1GTR","2.5",2.5,"2.5","1"
,,,,,,,,"2"
"1GTS",,,"X-RAY DIFFRACTION","1GTS","2.8",2.8,"2.8","1"
,,,,,,,,"2"
"1GUC",,,"SOLUTION NMR","1GUC",,,,"1"
"1H0Q",,,"SOLUTION NMR","1H0Q",,,,"1"
,,,,,,,,"2"
"1H1K",,,"X-RAY DIFFRACTION","1H1K","10",3.5,"10","1"
,,,,,,,,"2"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
"1H2C",,,"X-RAY DIFFRACTION","1H2C","1.6",1.6,"1.6","1"
,,,,,,,,"2"
"1H2D",,,"X-RAY DIFFRACTION","1H2D","2.6",2.6,"2.6","1"
,,,,,,,,"2"
"1H38",,,"X-RAY DIFFRACTION","1H38","2.9",2.6,"2.9","1"
,,,,,,,,"2"
,,,,,,,,"3"
,,,,,,,,"4"
"1H3E",,,"X-RAY DIFFRACTION","1H3E","2.9",2.9,"2.9","1"
,,,,,,,,"2"
"1H4Q",,,"X-RAY DIFFRACTION","1H4Q","3",3,"3","1"
,,,,,,,,"2"
"1H4S",,,"X-RAY DIFFRACTION","1H4S","2.85",2.85,"2.85","1"
,,,,,,,,"2"
"1HC8",,,"X-RAY DIFFRACTION","1HC8","2.8",2.8,"2.8","1"
,,,,,,,,"2"
"1HG9",,,"SOLUTION NMR","1HG9",,,,"1"
,,,,,,,,"2"
"1HHW",,,"SOLUTION NMR","1HHW",,,,"1"
,,,,,,,,"2"
"1HHX",,,"SOLUTION NMR","1HHX",,,,"1"
,,,,,,,,"2"
"1HJI",,,"SOLUTION NMR","1HJI",,,,"2"
,,,,,,,,"1"
"1HLX",,,"SOLUTION NMR","1HLX",,,,"1"
"1HMH",,,"X-RAY DIFFRACTION","1HMH","2.6",2.6,"2.6","1"
,,,,,,,,"2"
"1HNW",,,"X-RAY DIFFRACTION","1HNW","3.4",3.4,"3.4","1"
,,,,,,,,"10"
,,,,,,,,"11"
,,,,,,,,"12"
,,,,,,,,"13"
,,,,,,,,"14"
,,,,,,,,"15"
,,,,,,,,"16"
,,,,,,,,"17"
,,,,,,,,"18"
,,,,,,,,"19"
,,,,,,,,"2"
,,,,,,,,"20"
,,,,,,,,"21"
,,,,,,,,"22"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"7"
,,,,,,,,"8"
,,,,,,,,"9"
"1HNX",,,"X-RAY DIFFRACTION","1HNX","3.4",3.4,"3.4","1"
,,,,,,,,"10"
,,,,,,,,"11"
,,,,,,,,"12"
,,,,,,,,"13"
,,,,,,,,"14"
,,,,,,,,"15"
,,,,,,,,"16"
,,,,,,,,"17"
,,,,,,,,"18"
,,,,,,,,"19"
,,,,,,,,"2"
,,,,,,,,"20"
,,,,,,,,"21"
,,,,,,,,"22"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"7"
,,,,,,,,"8"
,,,,,,,,"9"
"1HNZ",,,"X-RAY DIFFRACTION","1HNZ","3.3",3.3,"3.3","1"
,,,,,,,,"10"
,,,,,,,,"11"
,,,,,,,,"12"
,,,,,,,,"13"
,,,,,,,,"14"
,,,,,,,,"15"
,,,,,,,,"16"
,,,,,,,,"17"
,,,,,,,,"18"
,,,,,,,,"19"
,,,,,,,,"2"
,,,,,,,,"20"
,,,,,,,,"21"
,,,,,,,,"22"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"7"
,,,,,,,,"8"
,,,,,,,,"9"
"1HQ1",,,"X-RAY DIFFRACTION","1HQ1","1.52",1.52,"1.52","1"
,,,,,,,,"2"
"1HR0",,,"X-RAY DIFFRACTION","1HR0","3.2",3.2,"3.2","1"
,,,,,,,,"10"
,,,,,,,,"11"
,,,,,,,,"12"
,,,,,,,,"13"
,,,,,,,,"14"
,,,,,,,,"15"
,,,,,,,,"16"
,,,,,,,,"17"
,,,,,,,,"18"
,,,,,,,,"19"
,,,,,,,,"2"
,,,,,,,,"20"
,,,,,,,,"21"
,,,,,,,,"22"
,,,,,,,,"23"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"7"
,,,,,,,,"8"
,,,,,,,,"9"
"1HR2",,,"X-RAY DIFFRACTION","1HR2","2.25",2.25,"2.25","1"
"1HS1",,,"SOLUTION NMR","1HS1",,,,"1"
"1HS2",,,"SOLUTION NMR","1HS2",,,,"1"
"1HS3",,,"SOLUTION NMR","1HS3",,,,"1"
"1HS4",,,"SOLUTION NMR","1HS4",,,,"1"
"1HS8",,,"SOLUTION NMR","1HS8",,,,"1"
"1HVU",,,"X-RAY DIFFRACTION","1HVU","4.75",4.75,"4.75","3"
,,,,,,,,"1"
,,,,,,,,"2"
"1HWQ",,,"SOLUTION NMR","1HWQ",,,,"1"
"1HYS",,,"X-RAY DIFFRACTION","1HYS","3",3,"3","1"
,,,,,,,,"2"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
"1I3X",,,"SOLUTION NMR","1I3X",,,,"1"
"1I3Y",,,"SOLUTION NMR","1I3Y",,,,"1"
"1I46",,,"SOLUTION NMR","1I46",,,,"1"
"1I4B",,,"SOLUTION NMR","1I4B",,,,"1"
"1I4C",,,"SOLUTION NMR","1I4C",,,,"1"
"1I5L",,,"X-RAY DIFFRACTION","1I5L","2.75",2.75,"2.75","1"
,,,,,,,,"2"
"1I6H",,,"X-RAY DIFFRACTION","1I6H","3.3",3.3,"3.3","1"
,,,,,,,,"2"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"10"
,,,,,,,,"11"
,,,,,,,,"12"
,,,,,,,,"3"
,,,,,,,,"7"
,,,,,,,,"8"
,,,,,,,,"9"
"1I6U",,,"X-RAY DIFFRACTION","1I6U","2.6",2.57,"2.6","1"
,,,,,,,,"2"
"1I7J",,,"X-RAY DIFFRACTION","1I7J","1.19",1.19,"1.19","1"
"1I94",,,"X-RAY DIFFRACTION","1I94","3.2",3.2,"3.2","1"
,,,,,,,,"10"
,,,,,,,,"11"
,,,,,,,,"12"
,,,,,,,,"13"
,,,,,,,,"14"
,,,,,,,,"15"
,,,,,,,,"16"
,,,,,,,,"17"
,,,,,,,,"18"
,,,,,,,,"19"
,,,,,,,,"2"
,,,,,,,,"20"
,,,,,,,,"21"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"7"
,,,,,,,,"8"
,,,,,,,,"9"
"1I95",,,"X-RAY DIFFRACTION","1I95","4.5",4.5,"4.5","1"
,,,,,,,,"10"
,,,,,,,,"11"
,,,,,,,,"12"
,,,,,,,,"13"
,,,,,,,,"14"
,,,,,,,,"15"
,,,,,,,,"16"
,,,,,,,,"17"
,,,,,,,,"18"
,,,,,,,,"19"
,,,,,,,,"2"
,,,,,,,,"20"
,,,,,,,,"21"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"7"
,,,,,,,,"8"
,,,,,,,,"9"
"1I96",,,"X-RAY DIFFRACTION","1I96","4.2",4.2,"4.2","1"
,,,,,,,,"10"
,,,,,,,,"11"
,,,,,,,,"12"
,,,,,,,,"13"
,,,,,,,,"14"
,,,,,,,,"15"
,,,,,,,,"16"
,,,,,,,,"17"
,,,,,,,,"18"
,,,,,,,,"19"
,,,,,,,,"2"
,,,,,,,,"20"
,,,,,,,,"21"
,,,,,,,,"22"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"7"
,,,,,,,,"8"
,,,,,,,,"9"
"1I97",,,"X-RAY DIFFRACTION","1I97","4.5",4.5,"4.5","1"
,,,,,,,,"10"
,,,,,,,,"11"
,,,,,,,,"12"
,,,,,,,,"13"
,,,,,,,,"14"
,,,,,,,,"15"
,,,,,,,,"16"
,,,,,,,,"17"
,,,,,,,,"18"
,,,,,,,,"19"
,,,,,,,,"2"
,,,,,,,,"20"
,,,,,,,,"21"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"7"
,,,,,,,,"8"
,,,,,,,,"9"
"1I9F",,,"SOLUTION NMR","1I9F",,,,"1"
,,,,,,,,"2"
"1I9K",,,"SOLUTION NMR","1I9K",,,,"1"
"1I9V",,,"X-RAY DIFFRACTION","1I9V","2.6",2.6,"2.6","1"
"1I9X",,,"X-RAY DIFFRACTION","1I9X","2.18",2,"2.18","1"
"1IBK",,,"X-RAY DIFFRACTION","1IBK","3.31",3.31,"3.31","1"
,,,,,,,,"10"
,,,,,,,,"11"
,,,,,,,,"12"
,,,,,,,,"13"
,,,,,,,,"14"
,,,,,,,,"15"
,,,,,,,,"16"
,,,,,,,,"17"
,,,,,,,,"18"
,,,,,,,,"19"
,,,,,,,,"2"
,,,,,,,,"20"
,,,,,,,,"21"
,,,,,,,,"22"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"7"
,,,,,,,,"8"
,,,,,,,,"9"
"1IBL",,,"X-RAY DIFFRACTION","1IBL","3.11",3.11,"3.11","1"
,,,,,,,,"10"
,,,,,,,,"11"
,,,,,,,,"12"
,,,,,,,,"13"
,,,,,,,,"14"
,,,,,,,,"15"
,,,,,,,,"16"
,,,,,,,,"17"
,,,,,,,,"18"
,,,,,,,,"19"
,,,,,,,,"2"
,,,,,,,,"20"
,,,,,,,,"21"
,,,,,,,,"22"
,,,,,,,,"23"
,,,,,,,,"24"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"7"
