Identifier,StructureData,,,,,
"9L6X","100","PIXEL","2022-12-02","SYNCHROTRON","SPRING-8 BEAMLINE BL45XU"
"9L6Y","100","PIXEL","2023-05-30","SYNCHROTRON","SPRING-8 BEAMLINE BL45XU"
"9NJF"
"9NJV"
"9NKL"
"9NL5"
"9NL6"
"9NL7"
"9NLB"
"9NLE"
"9NLF"
"9NLH"
"9NLJ"
"9NLQ"
"9NLS"
"9B1W"
"9B1X"
"9B1Y"
"9B24"
"9B2K"
"9B83"
"9B84"
"9B89"
"9DCF","100","PIXEL","2024-04-04","SYNCHROTRON","ALS BEAMLINE 8.2.2"
"9F58"
"9GHA"
"9GHB"
"9GHC"
"9GHD"
"9GHE"
"9GHF"
"9GHG"
"9GHH"
"9HC4"
"9HNY"
"9JKD","100","PIXEL","2021-01-30","SYNCHROTRON","SSRF BEAMLINE BL02U1"
"8WF8"
"8WF9"
"8WFA"
"8WFB"
"8YP6"
"8Z8Q","100","PIXEL","2022-03-07","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"8Z8U","100","PIXEL","2021-12-01","SYNCHROTRON","SSRF BEAMLINE BL02U1"
"8Z9K","100","PIXEL","2021-11-07","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"8ZA0","100","PIXEL","2022-08-29","SYNCHROTRON","SSRF BEAMLINE BL02U1"
"8ZA4","100","PIXEL","2022-08-29","SYNCHROTRON","SSRF BEAMLINE BL02U1"
"8ZAU","100","PIXEL","2021-07-20","SYNCHROTRON","SSRF BEAMLINE BL02U1"
"8ZTU"
"8ZTV"
"9B0F"
"9B0G"
"9B0H"
"9B0P"
"9B0Q"
"9B0R"
"9B0S"
"9FCO"
"9FDA"
"9FIB"
"9G06"
"9ISV"
"9J1M"
"9J3R"
"9J3T"
"9J6Y"
"9KPH"
"9KPO"
"9L09"
"9L0R"
"9LCR"
"9LMF"
"9N2B"
"9N2C"
"8RRI"
"8X9K"
"8X9L"
"8X9M"
"8X9N"
"8X9O"
"8X9Q"
"8YZL"
"8ZMH"
"8ZMI"
"8ZMJ"
"8ZMK"
"9CGV"
"9DCH"
"9DE5","100","PIXEL","2022-04-15","SYNCHROTRON","APS BEAMLINE 22-ID"
"9DE6","100","PIXEL","2018-12-19","SYNCHROTRON","APS BEAMLINE 22-ID"
"9DE7","100","PIXEL","2018-06-21","SYNCHROTRON","APS BEAMLINE 22-ID"
"9DE8","100","PIXEL","2022-03-18","SYNCHROTRON","APS BEAMLINE 22-ID"
"9DOW"
"9DPA"
"9DPB"
"9DPL"
"9DTS","100","PIXEL","2023-06-26","SYNCHROTRON","NSLS-II BEAMLINE 17-ID-1"
"9HBV"
"9HBW"
"9HBZ"
"9HDO"
"9HDP"
"9HDQ"
"9HDR"
"9I8B"
"9L5R"
"9L5S"
"9L5T"
"9MW6"
"9MW7"
"9MW8"
"9MX3"
"9MX5"
"8YIG"
"8YIH"
"8YII"
"9EHZ"
"9EI1"
"9EI3"
"9EI4"
"9GJU"
"9MTY"
"8KHH","100","PIXEL","2023-04-23","SYNCHROTRON","SSRF BEAMLINE BL02U1"
"9AR4"
"9AR5"
"9AR6"
"9AR7"
"9F0J"
"9F1U"
"9F20"
"9F2L"
"9F2W"
"9F3P"
"8KEB","100","PIXEL","2022-08-22","SYNCHROTRON","SSRF BEAMLINE BL18U1"
"8KED","100","PIXEL","2023-01-08","SYNCHROTRON","SSRF BEAMLINE BL10U2"
"8SYK","100","PIXEL","2022-10-20","SYNCHROTRON","APS BEAMLINE 19-ID"
"8T5O"
"8TKJ"
"8TKK"
"8VIO"
"8VK0"
"8VK7"
"8VKI"
"8VKW"
"8VR4"
"8VR8"
"8VRL"
"8VXX","100","PIXEL","2023-05-11","SYNCHROTRON","ALS BEAMLINE 5.0.2"
"8VXZ","100","PIXEL","2023-05-11","SYNCHROTRON","ALS BEAMLINE 5.0.2"
"8VY0","100","PIXEL","2023-05-11","SYNCHROTRON","ALS BEAMLINE 5.0.2"
"8VY1","100","PIXEL","2023-05-11","SYNCHROTRON","ALS BEAMLINE 5.0.2"
"8ZDR"
"8ZNJ"
"9C8K"
"9K7R","100","PIXEL","2024-06-25","SYNCHROTRON","PHOTON FACTORY BEAMLINE BL-17A"
"9K8Z","100","PIXEL","2024-03-24","SYNCHROTRON","PHOTON FACTORY BEAMLINE BL-17A"
"9KKZ","100","PIXEL","2022-12-11","SYNCHROTRON","SPRING-8 BEAMLINE BL41XU"
"9KL1","100","PIXEL","2023-02-10","SYNCHROTRON","SPRING-8 BEAMLINE BL41XU"
"9MU9"
"8K85","100","PIXEL","2022-08-29","SYNCHROTRON","SSRF BEAMLINE BL02U1"
"8QHU"
"8RWG"
"8VZ6"
"8XTP"
"8XTQ"
"8XTR"
"8XTS"
"8Y9L"
"8Y9M"
"8Y9N"
"8ZDB"
"8ZDC"
"8ZDD"
"9DRS","100","PIXEL","2022-09-28","SYNCHROTRON","APS BEAMLINE 19-ID"
"9DRV","100","PIXEL","2023-08-22","SYNCHROTRON","APS BEAMLINE 19-ID"
"9FCV"
"9GFT"
"9GGR"
"9IS7"
"8R7N"
"8VUO","100","PIXEL","2020-08-09","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"8ZQ9"
"9CA4"
"9CAG"
"9DUK"
"9DUL"
"9FN3","100","PIXEL","2023-07-11","SYNCHROTRON","PETRA III, DESY BEAMLINE P11"
"9G9C"
"9G9D"
"9GBW"
"9GBZ"
"9GC0"
"9GCL"
"9GCM"
"9GU5","100","PIXEL","2024-08-07","SYNCHROTRON","DIAMOND BEAMLINE I04"
"9H45","100","PIXEL","2024-09-23","SYNCHROTRON","DIAMOND BEAMLINE I03"
"9J0N"
"9J0O"
"9J0P"
"9MOR"
"9MQ4"
"8K7W","100","PIXEL","2022-03-11","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"8RQK"
"8S6W"
"8Y9J"
"9CXF"
"9G9A"
"9G9B"
"9G9E"
"9G9F"
"9G9G"
"9G9H"
"9G9I"
"9G9J"
"9G9K"
"9H3X"
"9HA4"
"8XX4"
"8YNP","100","PIXEL","2020-11-29","SYNCHROTRON","PHOTON FACTORY BEAMLINE BL-17A"
"8YNY"
"9D89"
"9FN2","100","PIXEL","2023-11-17","SYNCHROTRON","PETRA III, EMBL c/o DESY BEAMLINE P13 (MX1)"
"9H3K"
"9H3L"
"9H3M"
"9H3N"
"9H3O"
"9H3P"
"9H3Q"
"9H3R"
"9H3S"
"9H3T"
"9H3U"
"9H3V"
"9H3W"
"9H3Y"
"9H3Z"
"9HA1"
"9HA2"
"9HA3"
"9HA5"
"9HA6"
"9HA7"
"9HAI"
"9HAL"
"9HAM"
"9IJ4"
"9KAD"
"8K0Y","100","PIXEL","2023-04-23","SYNCHROTRON","SSRF BEAMLINE BL10U2"
"8K1E","100","PIXEL","2023-01-08","SYNCHROTRON","SSRF BEAMLINE BL10U2"
"8K2Z","100","PIXEL","2023-06-19","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"8K30","100","PIXEL","2023-01-08","SYNCHROTRON","SSRF BEAMLINE BL10U2"
"8RL2"
"8W2S"
"8W2Z"
"9AUF"
"9FHL"
"9FNY"
"9FNZ"
"9FO0"
"9FRA"
"9FRK"
"9FRL"
"9FS6"
"9FS8"
"9FSF"
"9FY0"
"9GAN"
"9GAP"
"9GAQ"
"9GAS"
"9GAT"
"9GAV"
"9J6P","100","PIXEL","2023-11-26","SYNCHROTRON","PHOTON FACTORY BEAMLINE BL-17A"
"8RR1"
"8RR3"
"8RR4"
"9CJH"
"9CJI"
"9CJJ"
"9IMB","100","PIXEL","2022-07-24","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"8QIE"
"8Y03","100","PIXEL","2022-08-21","SYNCHROTRON","SSRF BEAMLINE BL18U1"
"8Y04","100","PIXEL","2022-10-22","SYNCHROTRON","SSRF BEAMLINE BL18U1"
"8Y05","100","PIXEL","2022-10-22","SYNCHROTRON","SSRF BEAMLINE BL18U1"
"8Y06","100","PIXEL","2022-10-22","SYNCHROTRON","SSRF BEAMLINE BL18U1"
"8Y07","100","PIXEL","2023-03-15","SYNCHROTRON","SSRF BEAMLINE BL18U1"
"8Y08","100","PIXEL","2023-03-15","SYNCHROTRON","SSRF BEAMLINE BL18U1"
"8Y09","100","PIXEL","2023-03-15","SYNCHROTRON","SSRF BEAMLINE BL18U1"
"8Y0A","289","PIXEL","2022-10-22","SYNCHROTRON","SSRF BEAMLINE BL18U1"
"8Y0B","100","PIXEL","2022-11-25","SYNCHROTRON","SSRF BEAMLINE BL02U1"
"8Y0C","100","PIXEL","2022-10-22","SYNCHROTRON","SSRF BEAMLINE BL18U1"
"8Y0D","100","PIXEL","2022-12-16","SYNCHROTRON","SSRF BEAMLINE BL18U1"
"9J8P"
"8VFS","100","PIXEL","2023-11-17","SYNCHROTRON","ALS BEAMLINE 5.0.1"
"8VFT"
"8Z3P"
"9BS0"
"9BSL"
"9BSS"
"9BZ0"
"9DTR"
"9ESH"
"9ESI"
"9F67"
"9KZP"
"8UP5"
"8XJW"
"8Z1F"
"8Z1G"
"8Z1P","100","PIXEL","2022-09-12","SYNCHROTRON","NFPSS BEAMLINE BL19U1"
"9BIH"
"9D85"
"9EGX"
"9EGY"
"9EGZ"
"9EH0"
"9EH1"
"9EH2"
"9JM0"
"8QEQ"
"8QYX"
"8T2X"
"8T2Y"
"8T2Z"
"8T30"
"8T3A"
"8T3B"
"8T3C"
"8T3D"
"8T3E"
"8T3F"
"8WP2"
"8XCA"
"8XCC"
"8XU8"
"8YLD"
"8YLR"
"8Z3K"
"8Z70"
"8Z71"
"8ZM3"
"8ZOL"
"8ZP9"
"9CMP"
"9ERE"
"9ERF"
"9FI8"
"9FIA"
"9G6K"
"9GMW"
"9GMX"
"9JXS"
"8XKO"
"8XPO"
"8XPP","100","PIXEL","2023-04-30","SYNCHROTRON","SSRF BEAMLINE BL10U2"
"8ZLU"
"8ZP7"
"9C3H"
"9C3I"
"9C6I"
"9C6J"
"9C6K"
"9C9P"
"9CGU"
"9ER2"
"9F7M","100","PIXEL","2022-09-01","SYNCHROTRON","PETRA III, DESY BEAMLINE P11"
"9F9S"
"9H82"
"9H83"
"9H86"
"9H8A"
"8P9A","100","PIXEL","2021-08-18","SYNCHROTRON","SLS BEAMLINE X06SA"
"8VIV","100","PIXEL","2019-10-19","SYNCHROTRON","APS BEAMLINE 22-ID"
"9BCI"
"9BLM"
"9BZ1","100","PIXEL","2018-12-20","SYNCHROTRON","ALS BEAMLINE 5.0.1"
"9BZC","100","PIXEL","2018-02-07","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"9EY2"
"8P6P"
"8P7X"
"8P7Y"
"8P8B"
"8P8V"
"8P8W"
"8PNF"
"8UKB"
"8VAH"
"8VAK"
"8XP2"
"8XP3"
"8YNO","100","PIXEL","2020-11-29","SYNCHROTRON","PHOTON FACTORY BEAMLINE BL-17A"
"9CBU"
"9CBW"
"9CBX"
"9CBY"
"9D0J","100","PIXEL","2023-03-11","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"9DFC","100","PIXEL","2024-03-15","SYNCHROTRON","NSLS-II BEAMLINE 17-ID-1"
"9DFD","100","PIXEL","2024-06-25","SYNCHROTRON","NSLS-II BEAMLINE 17-ID-1"
"9DFE","100","PIXEL","2024-02-25","SYNCHROTRON","NSLS-II BEAMLINE 17-ID-2"
"9E6Q"
"9E71"
"9E7F"
"9GCH"
"9GR1"
"9GUP"
"9GUQ"
"9GUR"
"9GUS"
"9GUT"
"9GUU"
"9GUV"
"9GUW"
"9GUX"
"8K59"
"9D7R","100","PIXEL","2024-03-15","SYNCHROTRON","NSLS-II BEAMLINE 17-ID-1"
"9D7S","100","PIXEL","2024-07-01","SYNCHROTRON","NSLS-II BEAMLINE 17-ID-2"
"9D7T","100","PIXEL","2020-06-25","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"9DYG"
"9EY0"
"9EY1"
"9FD2"
"9IIY"
"9IIZ"
"9IJ0"
"9IJ1"
"9IJ2"
"9IJ3"
"9IJ5"
"8RC2"
"8RC3"
"8RFJ"
"8RZA","100","PIXEL","2018-05-24","SYNCHROTRON","SOLEIL BEAMLINE PROXIMA 1"
"8S35"
"8S36"
"8S37"
"8S8K"
"8UT0"
"8UTI"
"8WV1","293","PIXEL","2016-07-09","FREE ELECTRON LASER","SLAC LCLS BEAMLINE CXI"
"8X0N","100","PIXEL","2018-09-23","SYNCHROTRON","SSRF BEAMLINE BL18U1"
"8YUO"
"8YUP"
"8YUQ"
"8YUR"
"8YUS"
"9D5J","100","PIXEL","2024-02-20","SYNCHROTRON","SSRL BEAMLINE BL12-1"
"9D5K","100","PIXEL","2024-04-25","SYNCHROTRON","SSRL BEAMLINE BL12-1"
"9FO8"
"9FO9"
"9JVN"
"8G4I"
"8RAM"
"8RAN"
"8RAO"
"8RAP"
"9C68","100","PIXEL","2024-02-04","SYNCHROTRON","NSLS-II BEAMLINE 17-ID-2"
"9C69","293","PIXEL","2024-02-04","SYNCHROTRON","NSLS-II BEAMLINE 19-ID"
"9C77"
"9CDB"
"9G7C"
"8QSZ"
"8UB7"
"8UB8"
"8UB9"
"8UBA"
"8UBB"
"8UBC"
"8UBD"
"8UBE"
"8UBF"
"8XYC"
"8Y2I"
"9AVR","100","PIXEL","2023-05-08","SYNCHROTRON","CLSI BEAMLINE 08ID-1"
"9DTT"
"9DXL","100","PIXEL","2024-09-07","SEALED TUBE","RIGAKU MICROMAX-003"
"9G8M"
"8P4V","100","PIXEL","2022-05-10","SYNCHROTRON","SLS BEAMLINE X10SA"
"8THQ","100","PIXEL","2018-10-19","SYNCHROTRON","APS BEAMLINE 21-ID-D"
"8VAJ","100","PIXEL","2022-07-17","SYNCHROTRON","APS BEAMLINE 24-ID-E"
"8VJT","100","PIXEL","2018-11-09","SYNCHROTRON","APS BEAMLINE 21-ID-D"
"8Y7Z"
"8Y80"
"8Y82"
"9AXT"
"9AXU"
"9AXV"
"9G8N"
"9G8O"
"9G8P"
"9GS9"
"8OI5","173","PIXEL","2022-05-29","SYNCHROTRON","SLS BEAMLINE X06SA"
"8OJ3","173","PIXEL","2022-07-05","SYNCHROTRON","SLS BEAMLINE X06SA"
"8WND","100","PIXEL","2020-11-19","SYNCHROTRON","NFPSS BEAMLINE BL19U1"
"8XI2"
"9B0L"
"9DR1"
"9FVD"
"8OGJ"
"8OH6","173","PIXEL","2022-04-10","SYNCHROTRON","SLS BEAMLINE X06SA"
"8QWE"
"8QWF"
"8UMF"
"8USN"
"8UST"
"8VPV","100","PIXEL","2020-12-04","SYNCHROTRON","SSRL BEAMLINE BL12-1"
"8Z0K"
"8Z0L"
"8ZDY"
"8ZNR"
"9BVT","100","PIXEL","2021-04-21","SYNCHROTRON","SSRL BEAMLINE BL12-1"
"9BW0","100","PIXEL","2021-06-11","SYNCHROTRON","SSRL BEAMLINE BL12-1"
"9EYI"
"9EYJ"
"9EYK"
"9GMO"
"8KI7"
"8KI8"
"8OEQ","173","PIXEL","2022-04-10","SYNCHROTRON","SLS BEAMLINE X06SA"
"8QK7"
"8YFQ"
"9DLL"
"9DN4","100","PIXEL","2023-12-09","SYNCHROTRON","NSLS-II BEAMLINE 19-ID"
"8CQW","173","PIXEL","2022-03-19","SYNCHROTRON","SLS BEAMLINE X06SA"
"8CRE","173","PIXEL","2022-05-29","SYNCHROTRON","SLS BEAMLINE X06SA"
"8RO2"
"8U9R","100","PIXEL","2018-09-08","FREE ELECTRON LASER","SLAC LCLS BEAMLINE MFX"
"8U9X","100","PIXEL","2017-02-27","FREE ELECTRON LASER","SLAC LCLS BEAMLINE XPP"
"9AX7"
"9AX8"
"9CG5"
"9CG6"
"9CG7"
"9F2R","100","PIXEL","2019-12-13","SYNCHROTRON","DIAMOND BEAMLINE I04"
"9F37","100","PIXEL","2020-01-20","SYNCHROTRON","DIAMOND BEAMLINE I03"
"8CQ7","173","PIXEL","2021-06-30","SYNCHROTRON","SLS BEAMLINE X06SA"
"8JR8"
"8RN1"
"8RW1"
"8S8D"
"8S8E"
"8S8F"
"8S8G"
"8S8H"
"8S8I"
"8S8J"
"8WZC","100","PIXEL","2023-06-12","SYNCHROTRON","PAL/PLS BEAMLINE 5C (4A)"
"8YAM","100","PIXEL","2020-04-06","SYNCHROTRON","SPRING-8 BEAMLINE BL45XU"
"8YAN","100","PIXEL","2020-04-06","SYNCHROTRON","SPRING-8 BEAMLINE BL45XU"
"8YE6"
"8YE9"
"9CAI"
"9CER"
"9CES"
"9CET"
"9CEU"
"9CEV"
"9CEW"
"9CEX"
"9CEY"
"9CEZ"
"9CF0"
"9CF1"
"9CF2"
"9CF3"
"8KGF"
"8U8U"
"8U8V"
"8UPY"
"8VES"
"9ASM"
"9ASN"
"9ASO"
"9ASP"
"9ASQ"
"9AUR","100","PIXEL","2023-04-04","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"9AUS","100","PIXEL","2023-02-22","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"9BDC"
"9BDD"
"9BH5"
"9BKD"
"9BLN"
"9C0I"
"9C0J"
"9JA1"
"8KIE"
"8Q6N","100","PIXEL","2020-10-23","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"8Q7Z"
"8Q87"
"8T5D"
"8T5H"
"8W51"
"7EXA"
"8KBC","100","PIXEL","2023-06-17","SYNCHROTRON","SSRF BEAMLINE BL02U1"
"8KBH","100","PIXEL","2023-07-15","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"8YDC","93","PIXEL","2021-07-04","SYNCHROTRON","SSRF BEAMLINE BL02U1"
"8YHD"
"8YHE"
"8Z4J"
"8Z4L"
"8Z99"
"8Z9C"
"8Z9E"
"8ZYC"
"8ZYD"
"9C4G"
"9F1B"
"9F1C"
"9F1D"
"8KD9"
"8KDA"
"8PJ1"
"8PJ2"
"8PJ3"
"8PJ4"
"8PJ5"
"8PJ6"
"8Q4F"
"8RG0"
"8TPU"
"8UAU"
"9ASH"
"9ASI"
"8KBD","100","PIXEL","2023-06-17","SYNCHROTRON","SSRF BEAMLINE BL02U1"
"8KBF","100","PIXEL","2023-07-03","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"8QJK","100","PIXEL","2022-10-18","SYNCHROTRON","DIAMOND BEAMLINE I04"
"8RO0"
"8RO1"
"8TOZ","100","PIXEL","2020-09-18","SYNCHROTRON","SSRL BEAMLINE BL12-1"
"8UVR","100","PIXEL","2016-10-09","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"8UVS","100","PIXEL","2016-10-09","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"8VTU","100","PIXEL","2020-10-24","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"8VTV","100","PIXEL","2020-10-24","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"8VTW","100","PIXEL","2020-10-24","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"8VTX","100","PIXEL","2020-10-24","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"8VTY","100","PIXEL","2020-10-24","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"8VU0","100","PIXEL","2022-12-16","SYNCHROTRON","APS BEAMLINE 22-ID"
"8W1P"
"9B00","100","PIXEL","2022-03-27","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"9CPD"
"9CPG"
"9CPI"
"9CPJ"
"8A3Y"
"8I0P"
"8I0R"
"8I0S"
"8I0T"
"8I0U"
"8I0V"
"8I0W"
"8KAB"
"8QUE"
"8WFX"
"8XZ3"
"8YB6"
"8YDB"
"8YEO"
"8YH9"
"8YHA"
"9BCT"
"9BCU"
"9CPO"
"8K3O"
"8K4E"
"8K58"
"8K5A"
"8OPP"
"8OPS"
"8OPT"
"8R0S","100","PIXEL","2022-12-08","SYNCHROTRON","PETRA III, DESY BEAMLINE P11"
"8R6C"
"8R8M"
"8VM8","100","CCD","2023-04-21","SYNCHROTRON","APS BEAMLINE 21-ID-F"
"8VM9","100","PIXEL","2022-02-13","SYNCHROTRON","APS BEAMLINE 24-ID-E"
"8VMA","100","PIXEL","2022-09-25","SYNCHROTRON","APS BEAMLINE 24-ID-E"
"8VMB","100","PIXEL","2022-09-25","SYNCHROTRON","APS BEAMLINE 24-ID-E"
"8VT5","100","CCD","2022-03-18","SYNCHROTRON","APS BEAMLINE 22-ID"
"8W35"
"8W8N","100","PIXEL","2017-11-26","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"8W8O","100","CCD","2012-12-09","SYNCHROTRON","APS BEAMLINE 19-ID"
"8W8P","100","CCD","2012-08-12","SYNCHROTRON","APS BEAMLINE 19-ID"
"8XMB"
"8XMC"
"8XMD"
"8XME"
"8XZE","100","PIXEL","2021-10-04","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"8XZK","100","PIXEL","2022-01-18","SYNCHROTRON","SSRF BEAMLINE BL18U1"
"8XZL","100","PIXEL","2021-12-11","SYNCHROTRON","SSRF BEAMLINE BL18U1"
"8XZM","100","PIXEL","2021-12-11","SYNCHROTRON","SSRF BEAMLINE BL18U1"
"8XZN","100","PIXEL","2021-12-11","SYNCHROTRON","SSRF BEAMLINE BL18U1"
"8XZO","100","PIXEL","2022-09-03","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"8XZP","100","PIXEL","2022-09-03","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"8XZQ","100","PIXEL","2022-09-03","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"8XZR","100","PIXEL","2022-09-03","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"8XZW","100","PIXEL","2021-07-12","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"8Y36"
"8Y37"
"8Y38"
"8Y39"
"9BDL"
"9BDN"
"9BDP"
"9CL9"
"8FZD"
"8FZE"
"8FZG"
"8FZH"
"8FZI"
"8FZJ"
"8K22"
"8K23"
"8K24"
"8K27"
"8K28"
"8K29"
"8OST"
"8Y7G","80","PIXEL","2023-04-17","SYNCHROTRON","SSRF BEAMLINE BL02U1"
"8K0K","100","PIXEL","2018-05-01","SYNCHROTRON","SSRF BEAMLINE BL17U1"
"8K2A"
"8K2B"
"8K2C"
"8K2D"
"8K82"
"8OKD"
"8PJ9"
"8V1H","100","CCD","2021-07-29","SYNCHROTRON","APS BEAMLINE 22-ID"
"8V1I","100","CCD","2021-07-29","SYNCHROTRON","APS BEAMLINE 22-ID"
"8X5V","100","PIXEL","2017-09-06","SYNCHROTRON","SLS BEAMLINE X06SA"
"8XSX"
"8XSY"
"8XSZ"
"8XT0"
"8XT1"
"8XT2"
"8XT3"
"8YOO"
"8YOP"
"9ENB"
"9ENC"
"9ENE"
"9ENF"
"9FMD"
"8EPK","100","PIXEL","2021-11-07","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"8SFH"
"8SFI"
"8SFJ"
"8SFL"
"8SFN"
"8SFO"
"8SFP"
"8SFQ"
"8SFR"
"8WX0"
"8ZWJ"
"8ZWK"
"9FPZ"
"9FQ0"
"8C4H"
"8CBW"
"8FZF"
"8PFR"
"8QRK"
"8QRL"
"8QRM"
"8QRN"
