Identifier,StructureData,,,,,,,Polymer EntityData,
Entry ID,EM Resolution (Å),EM Diffraction Resolution (Å),Experimental Method,PDB ID,Refinement Resolution (Å),Data Collection Resolution,High Resolution Limit,Entity ID,
"4P3S",,,"X-RAY DIFFRACTION","4P3S","2.3",2.3,"2.3","1"
"4P3T",,,"X-RAY DIFFRACTION","4P3T","1.6",1.6,"1.6","1"
"4P3U",,,"X-RAY DIFFRACTION","4P3U","3",3,"3","1"
"4P43",,,"X-RAY DIFFRACTION","4P43","2",2,"2","1"
"4P5J",,,"X-RAY DIFFRACTION","4P5J","1.9912",1.99,"1.9912","1"
"4P6F",,,"X-RAY DIFFRACTION","4P6F","3.6",3.6,"3.6","1"
,,,,,,,,"2"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"7"
,,,,,,,,"8"
,,,,,,,,"9"
,,,,,,,,"10"
,,,,,,,,"11"
,,,,,,,,"12"
,,,,,,,,"13"
,,,,,,,,"14"
,,,,,,,,"15"
,,,,,,,,"16"
,,,,,,,,"17"
,,,,,,,,"18"
,,,,,,,,"19"
,,,,,,,,"20"
,,,,,,,,"21"
,,,,,,,,"22"
,,,,,,,,"23"
,,,,,,,,"24"
,,,,,,,,"25"
,,,,,,,,"26"
,,,,,,,,"27"
,,,,,,,,"28"
,,,,,,,,"29"
,,,,,,,,"30"
,,,,,,,,"31"
,,,,,,,,"32"
,,,,,,,,"33"
,,,,,,,,"34"
,,,,,,,,"35"
,,,,,,,,"36"
,,,,,,,,"37"
,,,,,,,,"38"
,,,,,,,,"39"
,,,,,,,,"40"
,,,,,,,,"41"
,,,,,,,,"42"
,,,,,,,,"43"
,,,,,,,,"44"
,,,,,,,,"45"
,,,,,,,,"46"
,,,,,,,,"47"
,,,,,,,,"48"
,,,,,,,,"49"
,,,,,,,,"50"
,,,,,,,,"51"
,,,,,,,,"52"
,,,,,,,,"53"
,,,,,,,,"54"
,,,,,,,,"55"
,,,,,,,,"56"
"4P70",,,"X-RAY DIFFRACTION","4P70","3.68",3.54,"3.68","1"
,,,,,,,,"2"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"7"
,,,,,,,,"8"
,,,,,,,,"9"
,,,,,,,,"10"
,,,,,,,,"11"
,,,,,,,,"12"
,,,,,,,,"13"
,,,,,,,,"14"
,,,,,,,,"15"
,,,,,,,,"16"
,,,,,,,,"17"
,,,,,,,,"18"
,,,,,,,,"19"
,,,,,,,,"20"
,,,,,,,,"21"
,,,,,,,,"22"
,,,,,,,,"23"
,,,,,,,,"24"
,,,,,,,,"25"
,,,,,,,,"26"
,,,,,,,,"27"
,,,,,,,,"28"
,,,,,,,,"29"
,,,,,,,,"30"
,,,,,,,,"31"
,,,,,,,,"32"
,,,,,,,,"33"
,,,,,,,,"34"
,,,,,,,,"35"
,,,,,,,,"36"
,,,,,,,,"37"
,,,,,,,,"38"
,,,,,,,,"39"
,,,,,,,,"40"
,,,,,,,,"41"
,,,,,,,,"42"
,,,,,,,,"43"
,,,,,,,,"44"
,,,,,,,,"45"
,,,,,,,,"46"
,,,,,,,,"47"
,,,,,,,,"48"
,,,,,,,,"49"
,,,,,,,,"50"
,,,,,,,,"51"
,,,,,,,,"52"
,,,,,,,,"53"
,,,,,,,,"54"
,,,,,,,,"55"
,,,,,,,,"56"
"4P8Z",,,"X-RAY DIFFRACTION","4P8Z","3.85",3.85,"3.85","1"
"4P97",,,"X-RAY DIFFRACTION","4P97","1.86",1.86,"1.86","1"
,,,,,,,,"2"
"4P9R",,,"X-RAY DIFFRACTION","4P9R","2.703",2.7,"2.703","1"
"4PCJ",,,"X-RAY DIFFRACTION","4PCJ","1.9",1.9,"1.9","1"
"4PCO",,,"X-RAY DIFFRACTION","4PCO","1.32",1.32,"1.32","1"
"4PDB",,,"X-RAY DIFFRACTION","4PDB","2.6",2.6,"2.6","1"
,,,,,,,,"2"
"4PDQ",,,"X-RAY DIFFRACTION","4PDQ","3",3,"3","1"
"4PEH",,,"X-RAY DIFFRACTION","4PEH","2.1",2.1,"2.1","1"
,,,,,,,,"2"
"4PEI",,,"X-RAY DIFFRACTION","4PEI","1.95",1.95,"1.95","1"
,,,,,,,,"2"
,,,,,,,,"3"
"4PHY",,,"X-RAY DIFFRACTION","4PHY","3.1",3.1,"3.1","1"
,,,,,,,,"2"
"4PJO",,,"X-RAY DIFFRACTION","4PJO","3.3",3.3,"3.3","1"
,,,,,,,,"2"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"7"
,,,,,,,,"8"
,,,,,,,,"9"
,,,,,,,,"10"
,,,,,,,,"11"
"4PKD",,,"X-RAY DIFFRACTION","4PKD","2.5",2.5,"2.5","1"
,,,,,,,,"2"
"4PLX",,,"X-RAY DIFFRACTION","4PLX","3.1",3.1,"3.1","1"
"4PMI",,,"X-RAY DIFFRACTION","4PMI","3.2",3.2,"3.2","1"
,,,,,,,,"2"
"4PMW",,,"X-RAY DIFFRACTION","4PMW","2.95",2.95,"2.95","1"
,,,,,,,,"2"
"4PQU",,,"X-RAY DIFFRACTION","4PQU","2.508",2.5,"2.508","1"
,,,,,,,,"2"
,,,,,,,,"3"
,,,,,,,,"4"
"4PQV",,,"X-RAY DIFFRACTION","4PQV","2.463",2.45,"2.463","1"
"4PR6",,,"X-RAY DIFFRACTION","4PR6","2.3",2.3,"2.3","1"
,,,,,,,,"2"
"4PRF",,,"X-RAY DIFFRACTION","4PRF","2.395",2.4,"2.395","1"
,,,,,,,,"2"
"4PUO",,,"X-RAY DIFFRACTION","4PUO","2.901",2.9,"2.901","1"
,,,,,,,,"2"
,,,,,,,,"3"
,,,,,,,,"4"
"4PWD",,,"X-RAY DIFFRACTION","4PWD","3",3,"3","1"
,,,,,,,,"2"
,,,,,,,,"3"
,,,,,,,,"4"
"4PY5",,,"X-RAY DIFFRACTION","4PY5","2.1",2.1,"2.1","1"
,,,,,,,,"2"
,,,,,,,,"3"
"4Q0B",,,"X-RAY DIFFRACTION","4Q0B","3.3",3.3,"3.3","1"
,,,,,,,,"2"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
"4Q5S",,,"X-RAY DIFFRACTION","4Q5S","3",3,"3","1"
,,,,,,,,"2"
,,,,,,,,"3"
,,,,,,,,"4"
,,,,,,,,"5"
,,,,,,,,"6"
,,,,,,,,"7"
,,,,,,,,"8"
"4Q5V",,,"X-RAY DIFFRACTION","4Q5V","2.52",2.5,"2.52","1"
,,,,,,,,"2"
,,,,,,,,"3"
"4Q9Q",,,"X-RAY DIFFRACTION","4Q9Q","2.45",2.45,"2.45","1"
,,,,,,,,"2"
,,,,,,,,"3"
"4Q9R",,,"X-RAY DIFFRACTION","4Q9R","3.12",3.12,"3.12","1"
,,,,,,,,"2"
,,,,,,,,"3"
"4QEI",,,"X-RAY DIFFRACTION","4QEI","2.875",2.88,"2.875","1"
,,,,,,,,"2"
"4QG3",,,"X-RAY DIFFRACTION","4QG3","2",2,"2","1"
,,,,,,,,"2"
"4QI2",,,"X-RAY DIFFRACTION","4QI2","3",3,"3","1"
,,,,,,,,"2"
"4QIK",,,"X-RAY DIFFRACTION","4QIK","1.9",1.9,"1.9","1"
,,,,,,,,"2"
"4QIL",,,"X-RAY DIFFRACTION","4QIL","2.9",2.9,"2.9","1"
,,,,,,,,"2"
"4QJD",,,"X-RAY DIFFRACTION","4QJD","3.1",3.06,"3.1","1"
,,,,,,,,"2"
"4QJH",,,"X-RAY DIFFRACTION","4QJH","3.88",2.02,"3.88","1"
,,,,,,,,"2"
