Identifier,StructureData,,,,,
Entry ID,Collection Temperature,Detector,Collection Date,Diffraction Source General Class,Diffraction Source Make, Model or Name,
"2HO6","100","CCD","2006-06-07","SYNCHROTRON","ALS BEAMLINE 5.0.1"
"2HO7","100","CCD","2006-06-07","SYNCHROTRON","ALS BEAMLINE 5.0.1"
"2GTT","100","CCD","2005-03-25","SYNCHROTRON","ESRF BEAMLINE ID14-4"
,,"CCD","2005-07-10","SYNCHROTRON","ESRF BEAMLINE ID14-4"
,,"CCD","2005-08-29","SYNCHROTRON","ESRF BEAMLINE ID14-4"
"2HOJ","100","AREA DETECTOR",,"SYNCHROTRON","ALS BEAMLINE 5.0.2"
"2HOK","100","IMAGE PLATE","2005-02-11","ROTATING ANODE","RIGAKU"
"2HOL","100","CCD","2005-10-06","SYNCHROTRON","ALS BEAMLINE 5.0.1"
"2HOM","100","CCD","2005-07-10","SYNCHROTRON","ALS BEAMLINE 8.2.2"
"2HOO","100","CCD","2006-02-01","SYNCHROTRON","ALS BEAMLINE 5.0.2"
"2HOP","100","IMAGE PLATE","2006-02-25","ROTATING ANODE","RIGAKU"
"2GJW","100","CCD","2005-02-15","SYNCHROTRON","APS BEAMLINE 8-BM"
"2HEM"
"2HVY","100","CCD","2006-07-05","SYNCHROTRON","SPRING-8 BEAMLINE BL41XU"
"2IXY"
"2IXZ"
"2IY5","100","CCD",,"SYNCHROTRON","ESRF BEAMLINE ID14-1"
"2J0S","100","CCD","2006-06-17","SYNCHROTRON","SLS BEAMLINE X06SA"
"2AP0"
"2AP5"
"2CV0","100","CCD","2004-03-04","SYNCHROTRON","SPRING-8 BEAMLINE BL44XU"
"2CV1","100","CCD","2004-03-04","SYNCHROTRON","SPRING-8 BEAMLINE BL44XU"
"2CV2","100","CCD","2004-02-10","SYNCHROTRON","SPRING-8 BEAMLINE BL41XU"
"2GJE","100","CCD","2005-12-20","SYNCHROTRON","ALS BEAMLINE 8.3.1"
"2J0Q","100","CCD","2006-06-17","SYNCHROTRON","SLS BEAMLINE X06SA"
"2EVY"
"2GIC","100","CCD","2004-10-27","SYNCHROTRON","APS BEAMLINE 22-ID"
"2DER","30","CCD","2004-12-07","SYNCHROTRON","SPRING-8 BEAMLINE BL41XU"
"2DET","100","CCD","2005-04-15","SYNCHROTRON","SPRING-8 BEAMLINE BL41XU"
,,"CCD","2005-06-04","SYNCHROTRON","SPRING-8 BEAMLINE BL41XU"
"2DEU","100","CCD","2005-07-01","SYNCHROTRON","SPRING-8 BEAMLINE BL41XU"
"2HYI","100","CCD","2006-02-02","SYNCHROTRON","SLS BEAMLINE X10SA"
"2F87"
"2GV3"
"2AZX","100","CCD","2003-07-18","SYNCHROTRON","ALS BEAMLINE 5.0.2"
"2GUN","110","CCD","2001-11-04","SYNCHROTRON","APS BEAMLINE 5ID-B"
"2HGH"
"2IZ8","287","CCD","1999-12-02","SYNCHROTRON","ESRF BEAMLINE ID14-1"
"2IZ9","287","IMAGE PLATE","1997-12-09","SYNCHROTRON","MAX II BEAMLINE I711"
"2IZN","287","CCD","1999-06-16","SYNCHROTRON","ESRF BEAMLINE ID14-3"
"2AGN"
"2G4B","100","CCD","2005-04-06","SYNCHROTRON","NSLS BEAMLINE X8C"
"2H1M","100","CCD","2005-10-11","SYNCHROTRON","NSLS BEAMLINE X25"
"2AKE","100","CCD","2005-02-01","SYNCHROTRON","BSRF BEAMLINE 3W1A"
"2D6F","20","CCD",,"SYNCHROTRON","SPRING-8 BEAMLINE BL41XU"
"2DR2","100","CCD","2005-07-13","SYNCHROTRON","CHESS BEAMLINE F1"
"2F4V","100",,"2002-06-01","SYNCHROTRON","ESRF BEAMLINE ID29"
"2GDI",100,"CCD","2005-11-07","SYNCHROTRON","NSLS BEAMLINE X25"
,,"CCD","2005-11-07","SYNCHROTRON","NSLS BEAMLINE X25"

"2GIS","100","CCD","2005-11-11","SYNCHROTRON","ALS BEAMLINE 8.2.1"
"2CJK"
"2FEY"
"2GPM","100","CCD","2002-04-11","SYNCHROTRON","EMBL/DESY, HAMBURG BEAMLINE X13"
"2GQ4","100","CCD","2002-07-18","SYNCHROTRON","EMBL/DESY, HAMBURG BEAMLINE BW7A"
"2GQ5","100","CCD","2003-12-23","SYNCHROTRON","EMBL/DESY, HAMBURG BEAMLINE X13"
"2GQ6","100","CCD","2003-12-23","SYNCHROTRON","EMBL/DESY, HAMBURG BEAMLINE X13"
"2GQ7","100","CCD","2004-03-31","SYNCHROTRON","EMBL/DESY, HAMBURG BEAMLINE X13"
"2G1G"
"2G5K","100","CCD","2003-05-18","SYNCHROTRON","ESRF BEAMLINE ID14-4"
"2GIO"
"2GIP"
"2DD1"
"2DD2"
"2DD3"
"2GO5"
"2G32","100","CCD","2003-12-21","SYNCHROTRON","EMBL/DESY, HAMBURG BEAMLINE X13"
"2B57","100","IMAGE PLATE","2005-03-18","ROTATING ANODE","RIGAKU"
"2FCX",100,"CCD","2004-12-01","SYNCHROTRON","SLS BEAMLINE X06SA"
,,"CCD","2004-12-01","SYNCHROTRON","ESRF BEAMLINE ID23-1"
"2FCY","100","CCD","2004-12-01","SYNCHROTRON","SLS BEAMLINE X06SA"
