Identifier,StructureData,,,,,
"7POF"
"7QG8"
"7QGH"
"7QGU"
"7QH4"
"7QWQ"
"7WAY"
"7WAZ"
"7WB0"
"7WB1"
"7Z26","100","PIXEL","2021-08-28","SYNCHROTRON","SLS BEAMLINE X06DA"
"7EQG"
"7F1M"
"7QV1"
"7QV2"
"7QV3"
"7QWR"
"7QWS"
"7E8O","80","CCD","2019-10-30","SYNCHROTRON","SSRF BEAMLINE BL17U1"
"7EXY"
"7MEI"
"7NBU"
"7PUA"
"7QH6"
"7QXA"
"7QXB"
"7QXS"
"7S1I"
"7S1J"
"7S4U"
"7S4V"
"7S4X"
"7S9U"
"7SAE"
"7VBB"
"7P7Q"
"7P7S"
"7P7T"
"7P7U"
"7SS9"
"7SSD"
"7SSL"
"7SSN"
"7SSO"
"7SSW"
"7ST2"
"7ST6"
"7ST7"
"7ED5"
"7ORI"
"7ORJ"
"7ORK"
"7ORL"
"7ORM"
"7ORN"
"7ORO"
"7TD7","100","PIXEL","2021-02-01","SYNCHROTRON","NSLS-II BEAMLINE 17-ID-2"
"7TDA","100","PIXEL","2021-02-01","SYNCHROTRON","NSLS-II BEAMLINE 17-ID-2"
"7TDB","100","PIXEL","2021-03-21","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"7TDC","100","PIXEL","2021-03-21","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"7VBA"
"7VBC"
"7QDY"
"7QDZ"
"7QE0"
"7QEP"
"7CPU"
"7CPV"
"7ML4"
"7MLB","100","PIXEL","2016-12-06","SYNCHROTRON","APS BEAMLINE 19-ID"
"7MLI","100","CCD","2017-05-31","SYNCHROTRON","SSRL BEAMLINE BL9-2"
"7MLJ","100","CCD","2017-05-31","SYNCHROTRON","SSRL BEAMLINE BL9-2"
"7MSC"
"7MSH"
"7MSM"
"7MSZ"
"7MT2"
"7MT3"
"7MT7"
"7O5B"
"7P48"
"7RDQ"
"7RYF"
"7RYG"
"7RYH"
"7DUH","100","PIXEL","2016-06-19","SYNCHROTRON","SSRL BEAMLINE BL12-2"
"7DUL","100","PIXEL","2016-06-19","SYNCHROTRON","SSRL BEAMLINE BL12-2"
"7LHD"
"7OLC"
"7OLD"
"7RQA","100","PIXEL","2020-08-05","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"7RQB","100","PIXEL","2020-05-12","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"7RQC","100","PIXEL","2020-03-14","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"7RQD","100","PIXEL","2020-08-05","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"7RQE","100","PIXEL","2020-05-12","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"6XJQ","80","PIXEL","2018-03-22","SYNCHROTRON","APS BEAMLINE 24-ID-E"
"6XJW","80","PIXEL","2018-03-22","SYNCHROTRON","APS BEAMLINE 24-ID-E"
"6XJY","80","PIXEL","2018-02-13","SYNCHROTRON","APS BEAMLINE 24-ID-E"
"6XJZ","80","PIXEL","2018-06-09","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"7EQJ","100","PIXEL","2021-03-09","SYNCHROTRON","PAL/PLS BEAMLINE 5C (4A)"
"7KGB"
"7KVT","100","CCD","2019-11-01","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"7KVU","100","PIXEL","2019-08-28","SYNCHROTRON","ALS BEAMLINE 5.0.1"
"7KVV","100","CCD","2020-02-12","SYNCHROTRON","APS BEAMLINE 24-ID-E"
"7NWW"
"7OIF"
"7OIG"
"7OII"
"7OS0","93","PIXEL","2018-09-07","SYNCHROTRON","ESRF BEAMLINE MASSIF-1"
"7OT5"
"7RQ5"
"7S1K"
"6XN3"
"6XN4"
"6XN5"
"6XN7"
"7BAH","100","PIXEL","2017-06-16","SYNCHROTRON","SOLEIL BEAMLINE PROXIMA 1"
"7BAI","100","PIXEL","2018-12-19","SYNCHROTRON","SLS BEAMLINE X10SA"
"7DUG","100","PIXEL","2016-06-19","SYNCHROTRON","SSRL BEAMLINE BL12-2"
"7DUI","100","PIXEL","2016-06-19","SYNCHROTRON","SSRL BEAMLINE BL12-2"
"7DUJ","100","PIXEL","2016-06-19","SYNCHROTRON","SSRL BEAMLINE BL12-2"
"7DUK","100","PIXEL","2016-06-19","SYNCHROTRON","SSRL BEAMLINE BL12-2"
"7MLW","100","PIXEL","2017-04-14","SYNCHROTRON","ALS BEAMLINE 5.0.1"
"7RIM","100","CCD","2019-06-21","SYNCHROTRON","ALS BEAMLINE 8.2.2"
"7RIP","100","CCD","2019-08-23","SYNCHROTRON","ALS BEAMLINE 8.2.2"
"7RIQ","100","CCD","2019-10-03","SYNCHROTRON","ALS BEAMLINE 8.2.1"
"7RIW","100","CCD","2019-10-03","SYNCHROTRON","ALS BEAMLINE 5.0.1"
"7RIX","100","CCD","2019-08-23","SYNCHROTRON","ALS BEAMLINE 8.2.2"
"7RIY","100","CCD","2019-10-03","SYNCHROTRON","ALS BEAMLINE 8.2.1"
"7D8O","100","PIXEL","2019-06-01","SYNCHROTRON","BESSY BEAMLINE 14.2"
"6XKN","100","CCD","2015-10-08","SYNCHROTRON","CHESS BEAMLINE A1"
"6XKO","100","CCD","2015-10-08","SYNCHROTRON","CHESS BEAMLINE A1"
"7EU0"
"7REX","100","PIXEL","2019-12-09","SYNCHROTRON","SSRL BEAMLINE BL12-2"
"7S02","100","PIXEL","2019-07-12","SYNCHROTRON","APS BEAMLINE 22-ID"
"7F36","100","PIXEL","2020-12-02","SYNCHROTRON","PHOTON FACTORY BEAMLINE BL-1A"
"7LO9","100","PIXEL","2019-08-15","SYNCHROTRON","APS BEAMLINE 21-ID-D"
"5BKL","173","CCD","2002-06-17","SYNCHROTRON","ALS BEAMLINE 8.3.1"
"5BKN","173","CCD","2002-06-18","SYNCHROTRON","ALS BEAMLINE 8.3.1"
"7DOI"
"7DOK"
"7LVK"
"7M2T","298","AREA DETECTOR","1992-06-15","ROTATING ANODE","RIGAKU"
"7M2V","173","CCD","2002-06-15","SYNCHROTRON","ALS BEAMLINE 8.3.1"
"7M3T","173","CCD","2002-07-15","SYNCHROTRON","ALS BEAMLINE 8.3.1"
"7M50","173","CCD","2002-06-20","SYNCHROTRON","ALS BEAMLINE 8.3.1"
"7M57","293","CCD","1998-06-15","ROTATING ANODE","RIGAKU"
"7NWT"
"7PDU"
"7R9F","100","PIXEL","2020-12-10","SYNCHROTRON","ALS BEAMLINE 5.0.2"
"7R9G","100","PIXEL","2020-02-20","SYNCHROTRON","ALS BEAMLINE 5.0.1"
"7BGD"
"7BGE"
"7BOE"
"7BOH"
"7CPJ"
"7NAR"
"7NAT"
"7NAU"
"7NAV"
"7NAX"
"7OB9"
"7OSA","100","PIXEL","2019-08-08","SYNCHROTRON","NSLS BEAMLINE X6A"
"7OSM","100","PIXEL","2019-08-08","SYNCHROTRON","NSLS BEAMLINE X6A"
"7PKS"
"7FHI"
"7FJ0"
"7NHA"
"7NHC"
"7NHX"
"7NI0"
"7NIK"
"7NIL"
"7NIR"
"7NIS"
"7NJ3"
"7NJ4"
"7NJ5"
"7NJ7"
"7NK1"
"7NK2"
"7NK4"
"7NK6"
"7NK8"
"7NKA"
"7NKC"
"7NKI"
"7NKR"
"7OEA"
"7OEB"
"7OJK"
"7OJL"
"7OJN"
"7PLA"
"7R81"
"7RDY"
"7RE0"
"7RE1"
"7RE2"
"7SAM"
"7SC6"
"7SCQ"
"6WW6","80","PIXEL","2017-09-17","SYNCHROTRON","AUSTRALIAN SYNCHROTRON BEAMLINE MX2"
"7EOG","100","PIXEL","2019-01-04","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"7EOH","100","PIXEL","2018-05-04","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"7EOI","100","PIXEL","2020-07-05","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"7EOJ","100","PIXEL","2019-03-17","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"7EOK","100","PIXEL","2019-11-09","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"7EOL","100","PIXEL","2019-11-09","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"7EOM","100","PIXEL","2019-11-23","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"7EON","100","PIXEL","2019-11-24","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"7EOO","100","PIXEL","2019-11-09","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"7EOP","100","PIXEL","2019-05-05","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"7RDX"
"7RDZ"
"7RE3"
"6WXQ","93.15","PIXEL","2019-11-17","SYNCHROTRON","NSLS-II BEAMLINE 17-ID-1"
"7ASM"
"7ASN"
"7ASO"
"7ASP"
"7BKP"
"7BKQ"
"7DFG"
"7DFH"
"7E9E","100","PIXEL","2020-07-17","SYNCHROTRON","SPRING-8 BEAMLINE BL45XU"
"7E9I","100","PIXEL","2020-04-06","SYNCHROTRON","SPRING-8 BEAMLINE BL45XU"
"7ECV"
"7ECW"
"7LJ3"
"7NGA"
"7NIC"
"7NIQ"
"7PD3"
"7PJU"
"7S1G"
"7S1H"
"7OHR"
"7RR5"
"7LS1"
"7LS2"
"7OF1"
"7OH3"
"7OHP"
"7OHQ"
"7OHS"
"7OHT"
"7OHU"
"7OHV"
"7OHW"
"7OHX"
"7OHY"
"7DLZ","100","CCD","2019-12-01","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"7DWH","100","CCD","2020-12-25","SYNCHROTRON","NFPSS BEAMLINE BL19U1"
"7FJI"
"7FJJ"
"7OFW","100","PIXEL","2014-09-23","SYNCHROTRON","DIAMOND BEAMLINE I04"
"7OFZ","100","PIXEL","2014-08-08","SYNCHROTRON","DIAMOND BEAMLINE I04"
"7OG0","100","PIXEL","2014-08-08","SYNCHROTRON","DIAMOND BEAMLINE I04"
"7OZQ","100","PIXEL","2019-10-28","SYNCHROTRON","PETRA III, DESY BEAMLINE P11"
"7P3K"
"7VG2"
"7VG3"
"7DA7"
"7DAS"
"7DTE"
"7ELH"
"7PJS"
"7PJT"
"7PJV"
"7PJW"
"7PJX"
"7PJY"
"7PJZ"
"7OI6"
"7OOB"
"7OPC"
"7RQ8","100","PIXEL","2020-10-01","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"7RQ9","100","PIXEL","2021-01-31","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"9A0V"
"7A18","80","PIXEL","2017-05-11","SYNCHROTRON","ESRF BEAMLINE MASSIF-3"
"7AOH"
"7AOZ"
"7AP8"
"7AP9"
"7D4I"
"7D5S"
"7D5T"
"7D63"
"7KI3","80","PIXEL","2017-09-07","SYNCHROTRON","ALS BEAMLINE 5.0.2"
"7OO3"
"7OOP"
"7OPD"
"7K4L"
"7EIZ"
"7JZY"
"7MQ8"
"7MQ9"
"7MQA"
"7MJV","100","PIXEL","2018-07-24","SYNCHROTRON","APS BEAMLINE 23-ID-B"
"7MJW","100","PIXEL","2018-10-25","SYNCHROTRON","APS BEAMLINE 23-ID-B"
"7MJX","100","PIXEL","2018-10-25","SYNCHROTRON","APS BEAMLINE 23-ID-B"
"7MJY","100","PIXEL","2018-07-24","SYNCHROTRON","APS BEAMLINE 23-ID-B"
"7MPL","100","PIXEL","2019-06-20","SYNCHROTRON","APS BEAMLINE 24-ID-E"
"7MPM","100","PIXEL","2019-10-19","SYNCHROTRON","CHESS BEAMLINE F1"
"7MPN","100","PIXEL","2019-10-19","SYNCHROTRON","CHESS BEAMLINE F1"
"7MPQ","100","PIXEL","2019-07-28","SYNCHROTRON","APS BEAMLINE 24-ID-C"
"7MPU","100","PIXEL","2019-06-20","SYNCHROTRON","APS BEAMLINE 24-ID-E"
"7MQB"
"7MQC"
"7MQD"
"7MQE"
"7MQF"
"7MQG"
"7MQH"
"7MQI"
"7OI7"
"7OI8"
"7OI9"
"7OIA"
"7OIB"
"7OIC"
"7OID"
"7OIE"
"7OIZ"
"7OJ0"
"7OX8","100","PIXEL","2018-06-15","SYNCHROTRON","SLS BEAMLINE X06SA"
"7OX9","100","PIXEL","2017-10-22","SYNCHROTRON","SLS BEAMLINE X06DA"
"7JRR","100","PIXEL","2016-04-11","SYNCHROTRON","APS BEAMLINE 24-ID-E"
"7JRS","100","PIXEL","2016-04-11","SYNCHROTRON","APS BEAMLINE 24-ID-E"
"7JRT","100","PIXEL","2015-11-12","SYNCHROTRON","APS BEAMLINE 24-ID-E"
"7KUK","99","PIXEL","2020-07-22","SYNCHROTRON","ALS BEAMLINE 5.0.1"
"7KUM","99","PIXEL","2020-06-26","SYNCHROTRON","ALS BEAMLINE 5.0.1"
"7KUN","99","PIXEL","2020-06-26","SYNCHROTRON","ALS BEAMLINE 5.0.1"
"7KUO","99","PIXEL","2020-06-26","SYNCHROTRON","ALS BEAMLINE 5.0.1"
"7KUP","99","PIXEL","2020-06-26","SYNCHROTRON","ALS BEAMLINE 5.0.1"
"7LNE","99","PIXEL","2021-02-05","SYNCHROTRON","APS BEAMLINE 23-ID-B"
"7LNF","99","CCD","2020-12-11","SYNCHROTRON","ALS BEAMLINE 8.2.2"
"7LNG","99","PIXEL","2021-02-05","SYNCHROTRON","APS BEAMLINE 23-ID-B"
"7MDZ"
"7N3O"
"7N3P"
"7O19"
"7O1A"
"7O1C"
"7EZ0"
"7EZ2"
"7NKX"
"7OYG"
"7A0R","80","PIXEL","2016-02-02","SYNCHROTRON","ESRF BEAMLINE ID23-2"
"7A0S","80","PIXEL","2016-02-19","SYNCHROTRON","ESRF BEAMLINE ID23-2"
"7ABZ"
"7AC7"
"7ACJ"
"7ACR"
"7K9Y","100","PIXEL","2018-09-18","SYNCHROTRON","ALS BEAMLINE 5.0.1"
"7M8E"
"7OZU"
"7OZV"
"7ELD"
"7ELE"
"7MLX","80","PIXEL","2020-11-04","SYNCHROTRON","APS BEAMLINE 24-ID-E"
"7MRL","100","PIXEL","2020-02-21","SYNCHROTRON","APS BEAMLINE 22-ID"
"7NQ4","93.15","PIXEL","2020-02-28","SYNCHROTRON","BESSY BEAMLINE 14.1"
"7NSP"
"7ONU"
"7OQB"
"7OQC"
"7OQE"
"7LYS"
"7LYT"
"7M5O"
"7ONB"
"6XRQ","100","PIXEL","2019-09-29","SYNCHROTRON","DIAMOND BEAMLINE I24"
"6XU6"
"6XU7"
"6XU8"
"7EL1","100","PIXEL","2021-01-18","SYNCHROTRON","APS BEAMLINE 17-BM"
"7K50"
"7K51"
"7K52"
"7K53"
"7K54"
"7K55"
"7LV0"
"7N0B"
"7N0C"
"7N0D"
"7OM6","100","PIXEL","2018-10-30","SYNCHROTRON","ALBA BEAMLINE XALOC"
"7OM7","100","PIXEL","2019-03-30","SYNCHROTRON","PETRA III, EMBL c/o DESY BEAMLINE P13 (MX1)"
"7OMA","100","PIXEL","2019-05-29","SYNCHROTRON","PETRA III, EMBL c/o DESY BEAMLINE P13 (MX1)"
"7EGQ"
"7NJC","100","PIXEL","2019-12-13","SYNCHROTRON","DIAMOND BEAMLINE I04"
"7OBQ"
"7OBR"
"7ODF"
"7OPE"
"7EH0","100","PIXEL","2018-04-19","SYNCHROTRON","SSRF BEAMLINE BL19U1"
"7EH1","100","PIXEL","2019-10-11","SYNCHROTRON","SSRF BEAMLINE BL17U1"
"7EH2","100","PIXEL","2019-10-11","SYNCHROTRON","SSRF BEAMLINE BL17U1"
"7KX7"
"7KX9"
"7N1P"
"7N2C"
"7N2U"
"7N2V"
"7N30"
"7N31"
"7NSO"
"7NSQ"
"7OE0"
"7OE1"
"7OI0"
"7OKX"
"7OKY"
"7OL0"
"7AF3"
"7AF5"
"7AF8"
"7AFA"
"7AFD"
"7AFH"
"7AFI"
"7AFK"
"7AFL"
"7AFN"
"7AFO"
"7BOD"
"7BOF"
"7BOG"
"7BOI"
